ID_Losa,Luz_libre_m,Luz_calculo_m,Serie,Tipo_vigueta,N_viguetas,N_bloques,Vol_hormigon_m3,Momento_req_kgm,Momento_reducido_kNm,Area_losa_m2,Malla_tamanio,Malla_area_efectiva_m2,Malla_cantidad,Nervios_n,Barras_por_nervio,Diametro_mm,Largo_por_nervio_m,Barras_total,Longitud_total_barras_m
L01,5.7,5.8,D,vigueta_simple,12,70,2.7491999999999996,3057.7433911199996,31.385701676963816,34.8,2.40x6,12.76,3,3,2,8,6.0,6,36.0
